Teff,logg,u,u_s,u-u_s,g,g_s,g-g_s,r,r_s,r-r_s,i,i_s,i-i_s,z,z_s,z-z_s
5500,8.5,-4.5204833534614615,-5.222272105761913,0.7017887523004518,-7.178862593995557,-7.353306780071389,0.17444418607583145,-7.174879470892126,-7.289723469625432,0.11484399873330631,-6.853462351664273,-6.949836154550987,0.09637380288671338,-6.158295707847891,-6.229210489254555,0.07091478140666396
5500,8.75,-4.493759819351801,-5.197959588293276,0.704199768941475,-7.180575038636068,-7.3545729217171925,0.17399788308112463,-7.179981085950395,-7.294815508390872,0.11483442244047737,-6.857933466321402,-6.9543074843061845,0.09637401798478251,-6.162262609156507,-6.233185769946694,0.07092316079018701
5500,9.0,-4.468706274872147,-5.1749266637787805,0.7062203889066332,-7.181719481403924,-7.355255920813004,0.17353643940908015,-7.185106085727202,-7.299890283982595,0.11478419825539277,-6.862265167211277,-6.958638933198731,0.09637376598745462,-6.166123574591527,-6.2370550407608825,0.07093146616935542
5500,9.25,-4.445672529042465,-5.153517622991355,0.7078450939488903,-7.1823080573438425,-7.355380594231892,0.1730725368880499,-7.190158522440424,-7.304880744517487,0.11472222207706295,-6.866479796706589,-6.962852463658159,0.0963726669515701,-6.169901023794633,-6.240840758805081,0.07093973501044815
5500,9.5,-4.4247910185188,-5.133908919882764,0.7091179013639639,-7.182408684731893,-7.355025738490195,0.1726170537583016,-7.195117786152604,-7.309766768754102,0.1146489826014978,-6.870701067130536,-6.9670722760112405,0.09637120888070427,-6.173707427563716,-6.244655771805402,0.07094834424168539
5750,6.5,-5.0848139457337815,-5.753919949991339,0.6691060042575572,-7.40209677787394,-7.579875735050422,0.17777895717648207,-7.31432341843319,-7.42955725414091,0.11523383570771983,-6.956631555778117,-7.053110477993723,0.09647892221560639,-6.24518428605446,-6.316252541772901,0.07106825571844055
5750,6.75,-5.076089505489886,-5.746243286646479,0.6701537811565927,-7.407067520783471,-7.584771415233501,0.17770389445002976,-7.322453949521126,-7.437706034794079,0.11525208527295305,-6.965595613230434,-7.0620729641893725,0.0964773509589385,-6.253370480237855,-6.3244550264175,0.07108454617964455
5750,7.0,-5.06618881249808,-5.737651405253107,0.6714625927550273,-7.4116586195032035,-7.58938158264348,0.17772296314027614,-7.329947256254723,-7.445232732756281,0.11528547650155829,-6.973887413828855,-7.070363745543894,0.09647633171503855,-6.260883419303227,-6.3319842412538705,0.07110082195064393
5750,7.25,-5.0576970706526865,-5.730298183149667,0.6726011124969808,-7.415055411892812,-7.592921741520097,0.17786632962728532,-7.3360601316232525,-7.451396185568921,0.11533605394566848,-6.980940331471,-7.077415348590595,0.0964750171195945,-6.267288609851143,-6.338403515200877,0.07111490534973441
5750,7.5,-5.043750583174425,-5.71815586822694,0.6744052850525151,-7.41855961247008,-7.596557482316317,0.17799786984623722,-7.342290047641242,-7.457714310167802,0.11542426252655957,-6.987942508719325,-7.084417227778783,0.09647471905945793,-6.2735964885862465,-6.344724843561789,0.07112835497554215
5750,7.75,-5.0239961284288235,-5.7011056393782695,0.677109510949446,-7.423082533947088,-7.601203787464609,0.17812125351752073,-7.348548074496424,-7.46409521909974,0.11554714460331539,-6.994840222884701,-7.091315341411441,0.09647511852674029,-6.279770097154202,-6.350911492602851,0.07114139544864884
5750,8.0,-5.000999022377741,-5.681439238368888,0.6804402159911476,-7.4286628024320684,-7.60682036664695,0.1781575642148816,-7.355441813306026,-7.471184345434178,0.11574253212815222,-7.001555117468154,-7.098032124664613,0.09647700719645869,-6.285743271347716,-6.356895610663962,0.07115233931624587
5750,8.25,-4.975995411889876,-5.659850927203799,0.6838555153139225,-7.433933580709958,-7.612006316698601,0.1780727359886427,-7.362536949337311,-7.478463504280622,0.11592655494331083,-7.00858328464269,-7.10506349201793,0.09648020737524021,-6.291976292464543,-6.363138470012704,0.07116217754816034
5750,8.5,-4.949840698490284,-5.63701334699676,0.6871726485064755,-7.438595135001432,-7.616436642120039,0.17784150711860747,-7.369202257030356,-7.485275045558023,0.11607278852766711,-7.01531422081484,-7.111795302797994,0.09648108198315342,-6.297960404590707,-6.369133784491805,0.07117337990109718
5750,8.75,-4.923797909685067,-5.613970396442923,0.6901724867578558,-7.4424966224524205,-7.61999190522333,0.1774952827709093,-7.375443509245866,-7.4916017444176255,0.11615823517175983,-7.0213130347655195,-7.1177949292596665,0.09648189449414701,-6.303299876925141,-6.374484141373774,0.07118426444863246
5750,9.0,-4.8985309498678795,-5.5913308504535095,0.69279990058563,-7.445596355301177,-7.6226808035428455,0.17708444824166847,-7.38145436798494,-7.497630618652135,0.11617625066719484,-7.02675562261884,-7.123237630471415,0.09648200785257544,-6.30814874949662,-6.379342995363572,0.07119424586695189
5750,9.25,-4.874750066558963,-5.56976298352172,0.6950129169627566,-7.4478693365431,-7.624516531439937,0.17664719489683733,-7.387391914609111,-7.503538221671075,0.11614630706196394,-7.031858300664304,-7.12833969289786,0.09648139223355656,-6.312716392830108,-6.383920190628114,0.07120379779800601
5750,9.5,-4.852942547170034,-5.549713097672644,0.6967705505026096,-7.449346037096571,-7.625549845803274,0.1762038087067026,-7.3932207977706135,-7.50929003669442,0.1160692389238065,-7.036693784613863,-7.133174147058767,0.09648036244490399,-6.317071215932142,-6.388284255048575,0.07121303911643295
6000,6.5,-5.397447670575023,-6.060386559607089,0.6629388890320662,-7.626043526987708,-7.805854600345743,0.17981107335803515,-7.483152516640036,-7.599543379419355,0.1163908627793191,-7.0954715790853164,-7.192047586070249,0.0965760069849324,-6.364637733114186,-6.435927578396306,0.07128984528212001
6000,6.75,-5.397145886235098,-6.060128496624042,0.6629826103889442,-7.631900285182002,-7.8116778776851525,0.17977759250315017,-7.490403345966019,-7.606837409116888,0.11643406315086935,-7.1031565193888575,-7.199731591895105,0.09657507250624775,-6.371707262007316,-6.443010503445535,0.07130324143821909
6000,7.0,-5.39442466794242,-6.05786036693301,0.6634356989905896,-7.638236591116975,-7.817986339985833,0.17974974886885775,-7.499152615840206,-7.61563834351092,0.11648572767071386,-7.11204630066532,-7.208624127858439,0.09657782719311925,-6.379752058724581,-6.451068729531816,0.07131667080723503
6000,7.25,-5.390773968776262,-6.054875271705491,0.6641013029292289,-7.644087774041065,-7.823928608202301,0.17984083416123653,-7.507645858434277,-7.624178608434562,0.11653275000028529,-7.121425234319037,-7.218001818498916,0.09657658417987847,-6.388248535790314,-6.459583616822446,0.0713350810321316
6000,7.5,-5.38804918366127,-6.052748550642047,0.664699366980777,-7.648646555550986,-7.828714501188021,0.18006794563703465,-7.514693600061115,-7.631283018164115,0.1165894181030005,-7.129497692829201,-7.226073007439236,0.09657531461003543,-6.395654923625099,-6.467003672895821,0.07134874927072232
6000,7.75,-5.380170728873022,-6.04612275815477,0.6659520292817476,-7.6533027565342735,-7.833596639530359,0.18029388299608584,-7.521855148223324,-7.638528330421668,0.116673182198344,-7.137554839671509,-7.234129584296195,0.09657474462468585,-6.402938789996526,-6.474303296873671,0.07136450687714557
6000,8.0,-5.366999088562569,-6.035042234036819,0.6680431454742504,-7.658413174465842,-7.838914462522869,0.1805012880570267,-7.529136669100609,-7.645921917062292,0.11678524796168333,-7.145557850522721,-7.242132545954647,0.09657469543192576,-6.410141702110568,-6.481520935757061,0.07137923364649268
6000,8.25,-5.349934756577124,-6.020666310724419,0.6707315541472951,-7.664072041920537,-7.844727320412094,0.18065527849155671,-7.536435652599838,-7.653372550730602,0.11693689813076347,-7.153363222224698,-7.249938816441816,0.09657559421711781,-6.417115671339854,-6.4885087597652635,0.0713930884254097
6000,8.5,-5.330171152734728,-6.003978168788787,0.6738070160540595,-7.670546875312073,-7.851224286146518,0.18067741083444488,-7.5435805364156,-7.6607038535510235,0.11712331713542312,-7.160792339911001,-7.257369140578312,0.09657680066731089,-6.423730313984507,-6.495136780315409,0.07140646633090242
6000,8.75,-5.308208569707663,-5.985175937349005,0.6769673676413426,-7.677013099734538,-7.857533512220773,0.18052041248623496,-7.550910335432608,-7.6682041544085955,0.11729381897598756,-7.167915201454694,-7.264494169672286,0.09657896821759238,-6.430049735516157,-6.501467165427215,0.07141742991105815
6000,9.0,-5.2851292565877905,-5.965175589777086,0.6800463331892956,-7.682757095649464,-7.862986635267834,0.18022953961837018,-7.558399837971702,-7.675793623525376,0.11739378555367352,-7.174886987684136,-7.271468789421235,0.09658180173709852,-6.436232252075513,-6.507658780820922,0.071426528745409
6000,9.25,-5.261986142678765,-5.944783936029548,0.6827977933507832,-7.687516547707357,-7.867364580771703,0.1798480330643457,-7.565567546101093,-7.6830035044048905,0.1174359583037976,-7.181580834267525,-7.2781627882683715,0.09658195400084679,-6.442220662528992,-6.513659161501398,0.07143849897240528
6000,9.5,-5.239551906332178,-5.924722109365522,0.6851702030333442,-7.69118935872228,-7.87062300695375,0.1794336482314698,-7.5725520184492865,-7.689965784165423,0.11741376571613671,-7.18772492863166,-7.284306027298289,0.09658109866662912,-6.447741962925072,-6.519191692271452,0.07144972934638005
6250,6.5,-5.66743367349024,-6.326498604973519,0.6590649314832788,-7.833469391763927,-8.014997211418141,0.18152781965421383,-7.641396431190973,-7.7589017986985205,0.11750536750754748,-7.2263784073897135,-7.323043621023249,0.09666521363353553,-6.477710416614986,-6.549207145167053,0.07149672855206646
6250,6.75,-5.671480426022352,-6.3297737540914305,0.6582933280690781,-7.837799387528577,-8.019306482335903,0.1815070948073263,-7.647741067485523,-7.7652876687993135,0.11754660131379069,-7.232691233762711,-7.329359421817198,0.09666818805448685,-6.483467167777295,-6.554973216304514,0.07150604852721898
6250,7.0,-5.675230393062524,-6.333227177936003,0.6579967848734789,-7.8428356270793,-8.024393287837217,0.18155766075791746,-7.6549112027184485,-7.772478418888063,0.11756721616961485,-7.240881505618415,-7.337548358511398,0.09666685289298371,-6.490934888936504,-6.5624544312546504,0.07151954231814628
6250,7.25,-5.677353932556059,-6.335383615695104,0.6580296831390449,-7.849615364578629,-8.03125177107582,0.1816364064971907,-7.662329000925208,-7.779953363841258,0.11762436291605027,-7.249233147673905,-7.345898365232095,0.09666521755818991,-6.498538819281784,-6.570075863679193,0.07153704439740949
6250,7.5,-5.679068921824221,-6.337317492197073,0.6582485703728516,-7.856526608382158,-8.038310959206978,0.18178435082482025,-7.670851747213295,-7.788580847517281,0.1177291003039862,-7.257477803793773,-7.354147154534868,0.09666935074109517,-6.5060114451068,-6.577556470697417,0.07154502559061626
6250,7.75,-5.681206633013101,-6.339664052237374,0.6584574192242734,-7.862279402847893,-8.04435304026276,0.1820736374148666,-7.678796665406335,-7.796575245721101,0.1177785803147664,-7.266564773528735,-7.363232555761634,0.09666778223289896,-6.514323368280365,-6.58588549884735,0.0715621305669849
6250,8.0,-5.678511956098344,-6.337808395996635,0.6592964398982915,-7.868058081080697,-8.05041613697437,0.1823580558936726,-7.686791267468944,-7.804651063544412,0.11785979607546793,-7.275576373866581,-7.372243377153783,0.09666700328720168,-6.52250593315966,-6.594085098608883,0.07157916544922216
6250,8.25,-5.671208676388481,-6.332086001217075,0.6608773248285935,-7.874302468309498,-8.056949961110043,0.1826474928005446,-7.694905011089368,-7.812874346924829,0.11796933583546121,-7.2845250903212175,-7.38119208819878,0.09666699787756272,-6.530585210677252,-6.60218086075594,0.07159565007868807
6250,8.5,-5.660116178564085,-6.323154364890371,0.6630381863262862,-7.881004897161716,-8.063873850788571,0.18286895362685485,-7.702971463257239,-7.821087768436584,0.11811630517934546,-7.2932355418433765,-7.389903370300367,0.09666782845699018,-6.53840253252412,-6.610013384665212,0.07161085214109164
6250,8.75,-5.6458349757181345,-6.311428061749282,0.6655930860311479,-7.887976260042361,-8.07094248225793,0.18296622221556902,-7.710934368131792,-7.8292090121956335,0.1182746440638418,-7.301681695208639,-7.398350670514336,0.09666897530569685,-6.545948735435971,-6.617574199105995,0.0716254636700242
6250,9.0,-5.628668682598381,-6.297045832832833,0.668377150234452,-7.895142508474404,-8.078041898402464,0.18289938992806043,-7.718651692707152,-7.837078495319343,0.1184268026121913,-7.309662143718498,-7.40633237884807,0.09667023512957229,-6.553061111616461,-6.624700241835445,0.07163913021898338
6250,9.25,-5.609635289672564,-6.280948605497834,0.6713133158252695,-7.902676761381247,-8.085340445869537,0.18266368448828985,-7.726410079025708,-7.844972466366471,0.11856238734076285,-7.317100643655767,-7.413771744512886,0.09667110085711883,-6.559681390621019,-6.6313332806329015,0.0716518900118821
6250,9.5,-5.5894411655624765,-6.263530990194152,0.6740898246316753,-7.909300302381251,-8.091631678548836,0.18233137616758555,-7.734609132525602,-7.853230768144677,0.1186216356190748,-7.324485355616691,-7.421158260204489,0.09667290458779831,-6.566265824856707,-6.637927819633784,0.07166199477707735
6500,6.5,-5.906648088782031,-6.563143484558861,0.6564953957768296,-8.025439564825074,-8.208470785190826,0.18303122036575203,-7.790935610433479,-7.909499663678382,0.11856405324490282,-7.350680967973538,-7.447432699371159,0.09675173139762094,-6.58519017638028,-6.65687916147909,0.07168898509880961
6500,6.75,-5.9143472679379805,-6.5694336571488705,0.65508638921089,-8.028292871099332,-8.211376438792367,0.18308356769303558,-7.7948989860635685,-7.913478122057324,0.11857913599375536,-7.355939446773011,-7.45268791077476,0.09674846400174886,-6.590134290007807,-6.661835219790106,0.07170092978229903
6500,7.0,-5.921152914418979,-6.575202050263226,0.6540491358442466,-8.032432703441046,-8.215557767814754,0.18312506437370857,-7.79987805095335,-7.918511796885223,0.11863374593187359,-7.3614923003438335,-7.458240341477445,0.0967480411336119,-6.595287111164044,-6.666998133603968,0.07171102243992422
6500,7.25,-5.927016255337897,-6.580501885174346,0.6534856298364495,-8.037637113538462,-8.2208386966878,0.1832015831493372,-7.80641251806329,-7.9251342280789,0.11872171001560972,-7.367814869819082,-7.4645675637959314,0.09675269397684971,-6.601027341723675,-6.672745326899815,0.07171798517613936
6500,7.5,-5.93290899175777,-6.586145224188833,0.6532362324310625,-8.043633318299769,-8.226995161900422,0.18336184360065388,-7.814066819775505,-7.932832201464919,0.11876538168941408,-7.3764480722806525,-7.47319915229917,0.0967510800185174,-6.608884642838966,-6.680618044872528,0.07173340203356204
6500,7.75,-5.9393757643988,-6.592505053835229,0.6531292894364285,-8.050598050446972,-8.23423353767259,0.18363548722561873,-7.821347240364791,-7.94018029977412,0.11883305940932942,-7.384789335403628,-7.481539016273867,0.09674968087023927,-6.616540767249521,-6.68828919837706,0.07174843112753848
6500,8.0,-5.94552374762819,-6.598655155950272,0.653131408322082,-8.057620566184351,-8.241574085885528,0.18395351970117702,-7.829244355436206,-7.948183771882032,0.1189394164458264,-7.393020408187379,-7.489772111306326,0.09675170311894732,-6.624021936048656,-6.695781349219661,0.0717594131710051
6500,8.25,-5.947308918950558,-6.6010283495293045,0.6537194305787466,-8.064882755971645,-8.249174969748406,0.18429221377676086,-7.838279416826207,-7.957301582088835,0.11902216526262777,-7.402837178087047,-7.499589958937246,0.09675278085019912,-6.632940127858312,-6.704714717595106,0.07177458973679407
6500,8.5,-5.945040411408339,-6.599966249496287,0.6549258380879479,-8.072343916712644,-8.256973816834325,0.18462990012168135,-7.847306891728945,-7.966426901464448,0.11912000973550363,-7.412841493526077,-7.509593948917885,0.09675245539180821,-6.642001318205569,-6.713794193540885,0.07179287533531564
6500,8.75,-5.939252999957002,-6.5959020989027835,0.6566490989457812,-8.080262970440966,-8.265165120517995,0.18490215007702915,-7.856255733207316,-7.975493984244029,0.11923825103671248,-7.422565689147344,-7.5193187544511915,0.09675306530384731,-6.650762224391652,-6.722571723689619,0.07180949929796654
6500,9.0,-5.930300893117675,-6.589078128438327,0.6587772353206525,-8.08849964780369,-8.273539944322362,0.1850402965186717,-7.865052176687378,-7.9844350954399275,0.11938291875254947,-7.431998651023623,-7.528752592563908,0.09675394154028538,-6.659222123828528,-6.731047652979001,0.07182552915047324
6500,9.25,-5.918321142022336,-6.579521632912975,0.6612004908906393,-8.096843998926673,-8.281862272679607,0.18501827375293445,-7.873682725493875,-7.993213131869037,0.1195304063751621,-7.441017433891755,-7.537772381011916,0.09675494712016075,-6.66729080605386,-6.739131659564119,0.0718408535102597
6500,9.5,-5.9037542357579085,-6.567560351801216,0.6638061160433075,-8.10520671368958,-8.290068257919362,0.18486154422978274,-7.8821563693575705,-8.001809461746856,0.11965309238928512,-7.449546140132224,-7.54630183974065,0.09675569960842623,-6.674911730018874,-6.746766842343394,0.07185511232452058
6750,6.5,-6.119585074614797,-6.774927468539211,0.6553423939244141,-8.206706289852221,-8.391198662057402,0.184492372205181,-7.931542625148872,-8.051154046991364,0.1196114218424924,-7.467559410538996,-7.564392482387529,0.09683307184853263,-6.686345693069743,-6.7582172423779845,0.07187154930824136
6750,6.75,-6.1298684290365095,-6.782932020891842,0.6530635918553322,-8.207513876377398,-8.391984303832125,0.18447042745472686,-7.935063788727234,-8.054683092644918,0.11961930391768405,-7.472265572526734,-7.569095201139461,0.0968296286127277,-6.690858211348054,-6.762738370821264,0.07188015947320991
6750,7.0,-6.140019144849035,-6.791411015074612,0.6513918702255772,-8.209400179915075,-8.393917268916656,0.18451708900158081,-7.938855949857501,-8.058497820800184,0.11964187094268297,-7.477351506441163,-7.574179950026583,0.09682844358541942,-6.695659386019287,-6.767548064366103,0.07188867834681645
6750,7.25,-6.149470700351305,-6.7996768879767195,0.6502061876254146,-8.212827707029469,-8.397485383281712,0.18465767625224316,-7.9429199584036745,-8.062605514982426,0.11968555657875157,-7.482646810596201,-7.579472616596938,0.0968258060007372,-6.700627401779002,-6.772527180723696,0.07189977894469379
6750,7.5,-6.158168328066079,-6.807647913791218,0.649479585725139,-8.217879413610365,-8.40267041965972,0.1847910060493554,-7.9479453172466314,-8.067703089915856,0.1197577726692245,-7.488659299065983,-7.585483804713569,0.09682450564758582,-6.706182779901841,-6.778094300762625,0.0719115208607839
